IID,salso,nTotal_pred
NDAR_INVWECA1JN4,5,0.23302230372320626
NDAR_INVWF7C1DEL,1,0.4160796658060773
NDAR_INVWFHFCJHH,5,-3.4179748349113046
NDAR_INVWFN7K4C5,5,-3660.9691709055724
NDAR_INVWH7LABN8,5,-2.9118388603571312
NDAR_INVWKC5ATFL,2,-0.48733534955765384
NDAR_INVWLX2MF41,5,-2.6541582512522
NDAR_INVWM4B6L05,5,-2.5068058023995583
NDAR_INVWNBZJPCU,2,0.2345846653590846
NDAR_INVWNGRHP6V,1,-0.04878687158877999
NDAR_INVWNTYPRLM,5,-1.581769704738152
NDAR_INVWPVF0L7H,2,-1.36242685684435
NDAR_INVWTBPTVCP,2,-1.5710319878869958
NDAR_INVWU4PVYX1,1,-1.6208429888295266
NDAR_INVWVA9UY95,1,-0.18015023573190553
NDAR_INVWVE3Y12H,3,-4.613576666892972
NDAR_INVWVW0NNAD,2,0.9555544528407708
NDAR_INVWWMFVX5N,1,-0.18229466566384298
NDAR_INVWX5PDY2A,1,-675.5924501970808
NDAR_INVWXGW2FKF,1,-26043.995868438302
NDAR_INVWY6VZCVE,1,18571.098090487234
NDAR_INVWYBN7PAN,2,-650.7347891897456
NDAR_INVWZCU0W26,2,81341.17209582386
NDAR_INVX13WCXZ5,1,-1.6566939225066717
NDAR_INVX14G2VCP,5,-2.2090155384998287
NDAR_INVX329JYUJ,1,10763.52579525785
NDAR_INVX3ET5EK4,1,795156.6084917083
NDAR_INVX3ZLE0DN,2,-10172.902373248015
NDAR_INVX46YGYN7,1,7821.5634305694975
NDAR_INVX4GVLBGY,1,-10261.347139984491
NDAR_INVX4TMH9ZH,1,0.5788109015069648
NDAR_INVX51UNV1G,1,-364.98051887904364
NDAR_INVX5L1CX2N,3,-0.6284771484366183
NDAR_INVX5LEY4DR,1,-3.20485600579451
NDAR_INVX72XX9JP,1,8936.884062335466
NDAR_INVX9DY5693,5,-3.2785023757931455
NDAR_INVX9N847R2,5,-3.1795847926327854
NDAR_INVXAF2R3YX,2,44433.680816319684
NDAR_INVXARP4RCG,2,2.36942407287041
NDAR_INVXDAPNHPM,5,-2.373660933592037
NDAR_INVXDVDZNFB,2,-0.2495297755943839
NDAR_INVXFY5F1AC,5,-3.077729844669056
NDAR_INVXGK0BB15,5,-2.697259374820311
NDAR_INVXJ93E5N3,1,-0.08391300619647549
NDAR_INVXKKY9HK5,2,-18957.77394659215
NDAR_INVXKM6GP8D,2,1.3470103002814122
NDAR_INVXMDFPX4L,5,-1.3451187109108231
NDAR_INVXNJ0GBYC,5,-2.272659355107271
NDAR_INVXP6LNZEZ,1,0.09660847968283583
NDAR_INVXP75417U,1,-0.7741994181150813
NDAR_INVXPZ66T25,5,-2.1974848686856254
NDAR_INVXR9J4J3Y,1,21957.87376707454
NDAR_INVXTRHH68Z,1,-0.5897135817389582
NDAR_INVXTX68JRW,1,0.2915780315009815
NDAR_INVXU10E0J7,1,-0.26600634821394825
NDAR_INVXUPMEDT7,5,21040.00250728128
NDAR_INVXXMY9WD8,2,-64.74484588624532
NDAR_INVXXZTK34K,5,-3.707473702066081
NDAR_INVXYBXW9GB,1,6814.3341612768345
NDAR_INVXZKP1VEC,5,-2.874153015614613
NDAR_INVXZYM6JMK,1,-827.4055745548682
NDAR_INVY04AT16M,5,-1.2915042098244962
NDAR_INVY1D0KCY0,5,-50.045446965956124
NDAR_INVY3LBB0K3,2,0.0041960764122211825
NDAR_INVY41681B5,2,0.566574527800876
NDAR_INVY4P0CAVP,2,-0.9766444065299367
NDAR_INVY5AB6YNB,1,-0.03675163911075182
NDAR_INVY609D78A,1,1.3024685776096951
NDAR_INVY6BNA3UK,2,-7.155812787854326
NDAR_INVY6LMAW7B,2,-1.3913580547181634
NDAR_INVY84KMFCU,5,-1113.4837984453425
NDAR_INVY88NVGHP,5,-2.3191698933973526
NDAR_INVYBC941EU,2,-0.6196385539504004
NDAR_INVYCRTDT3X,2,-5820.218860042749
NDAR_INVYD28H9BD,5,-45274.31972518249
NDAR_INVYEKE87PV,5,-28018.956184049475
NDAR_INVYGMBFN9H,1,-28001.645316569484
NDAR_INVYHC8PGG9,2,-1.0661026903174837
NDAR_INVYJN69PPX,3,-5.028720844963791
NDAR_INVYLC0XGH4,5,-4.990563292908246
NDAR_INVYR1LYX8E,5,-3.1545945329509637
NDAR_INVYTJ92RU3,5,-6161.980582915954
NDAR_INVYTKHPZDU,2,-4597.7925882604695
NDAR_INVYU25EC7F,2,-1393.6595328037208
NDAR_INVYUKDPT70,5,-62.59020716062713
NDAR_INVYY9NRYW2,5,-1.3524040531551025
NDAR_INVYZJRWG4A,1,-67148.86827468347
NDAR_INVZ04GJXZA,1,-4884.48085426558
NDAR_INVZ0MP06TT,1,1222.4542798808372
NDAR_INVZ0MXU52L,2,-136326.68506290807
NDAR_INVZ2E8YJN2,1,1.4639436413177713
NDAR_INVZ2REMPTW,1,-3.03926715425177
NDAR_INVZ4NNCTMH,2,1.5907024099484164
NDAR_INVZ658LRCT,1,1.1068146483811598
NDAR_INVZ76CGDX4,2,-0.45754117164676233
NDAR_INVZ9DDWGHW,2,-1.1933610708544247
NDAR_INVZBC07FC4,1,1.9941978967456855
NDAR_INVZDM6F0BD,3,-2.4311385207057064
NDAR_INVZF3VJWAN,1,0.8993491592703265
NDAR_INVZFGRP1V9,2,1.8146075294884922
NDAR_INVZFGXB7E3,5,-2240.016412231776
NDAR_INVZHCK39Y1,1,2.3687453266913066
NDAR_INVZJ1WJ57J,1,-0.6085919919220585
NDAR_INVZJ7AEU7T,2,0.2992148030078607
NDAR_INVZLD0PANU,2,-5000.929498106433
NDAR_INVZLL8B2MA,2,-0.8564840999214866
NDAR_INVZM7EZFZF,5,-4876.470008766426
NDAR_INVZT1J0KUC,1,-0.600042827017315
NDAR_INVZTN5R70A,1,-4.065640892904697
NDAR_INVZU6F3PY8,2,11981.85908273413
NDAR_INVZVGAMFG7,1,0.8366419224105721
NDAR_INVZWP490TG,5,-2.4921060561902295
NDAR_INVZZJ3A7BK,3,-1892.5855765033427
